Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date
SLB,SCHLUMBERGER NV,Energy,Equity,"12,780,403.02",0.08,"12,780,403.02","374,682.00",34.11,United States,New York Stock Exchange Inc.,USD,1.00,--
PCAR,PACCAR INC,Industrials,Equity,"12,767,010.48",0.08,"12,767,010.48","136,458.00",93.56,United States,NASDAQ,USD,1.00,--
PSA,PUBLIC STORAGE REIT,Real Estate,Equity,"12,762,374.87",0.08,"12,762,374.87","42,077.00",303.31,United States,New York Stock Exchange Inc.,USD,1.00,--
PSX,PHILLIPS,Energy,Equity,"12,708,920.36",0.08,"12,708,920.36","109,588.00",115.97,United States,New York Stock Exchange Inc.,USD,1.00,--
D,DOMINION ENERGY INC,Utilities,Equity,"12,615,225.70",0.08,"12,615,225.70","222,530.00",56.69,United States,New York Stock Exchange Inc.,USD,1.00,--
FAST,FASTENAL,Industrials,Equity,"12,577,737.21",0.08,"12,577,737.21","305,359.00",41.19,United States,NASDAQ,USD,1.00,--
RBLX,ROBLOX CORP CLASS A,Communication,Equity,"12,534,892.30",0.08,"12,534,892.30","139,354.00",89.95,United States,New York Stock Exchange Inc.,USD,1.00,--
GWW,WW GRAINGER INC,Industrials,Equity,"12,523,340.40",0.08,"12,523,340.40","11,510.00","1,088.04",United States,New York Stock Exchange Inc.,USD,1.00,--
ROST,ROSS STORES INC,Consumer Discretionary,Equity,"12,504,540.57",0.08,"12,504,540.57","86,819.00",144.03,United States,NASDAQ,USD,1.00,--
KMB,KIMBERLY CLARK CORP,Consumer Staples,Equity,"12,249,216.00",0.08,"12,249,216.00","87,808.00",139.50,United States,NASDAQ,USD,1.00,--
LHX,L3HARRIS TECHNOLOGIES INC,Industrials,Equity,"12,234,159.33",0.08,"12,234,159.33","50,307.00",243.19,United States,New York Stock Exchange Inc.,USD,1.00,--
URI,UNITED RENTALS INC,Industrials,Equity,"12,219,039.76",0.08,"12,219,039.76","17,384.00",702.89,United States,New York Stock Exchange Inc.,USD,1.00,--
MET,METLIFE INC,Financials,Equity,"12,165,308.40",0.08,"12,165,308.40","153,370.00",79.32,United States,New York Stock Exchange Inc.,USD,1.00,--
EW,EDWARDS LIFESCIENCES CORP,Health Care,Equity,"12,048,154.40",0.08,"12,048,154.40","155,020.00",77.72,United States,New York Stock Exchange Inc.,USD,1.00,--
MNST,MONSTER BEVERAGE CORP,Consumer Staples,Equity,"11,979,567.90",0.08,"11,979,567.90","187,210.00",63.99,United States,NASDAQ,USD,1.00,--
VRSK,VERISK ANALYTICS INC,Industrials,Equity,"11,892,019.54",0.08,"11,892,019.54","37,454.00",317.51,United States,NASDAQ,USD,1.00,--
KR,KROGER,Consumer Staples,Equity,"11,826,874.80",0.08,"11,826,874.80","176,310.00",67.08,United States,New York Stock Exchange Inc.,USD,1.00,--
CPRT,COPART INC,Industrials,Equity,"11,816,415.49",0.08,"11,816,415.49","231,649.00",51.01,United States,NASDAQ,USD,1.00,--
TGT,TARGET CORP,Consumer Staples,Equity,"11,751,152.42",0.08,"11,751,152.42","122,689.00",95.78,United States,New York Stock Exchange Inc.,USD,1.00,--
CMI,CUMMINS INC,Industrials,Equity,"11,738,026.72",0.08,"11,738,026.72","36,176.00",324.47,United States,New York Stock Exchange Inc.,USD,1.00,--
EXC,EXELON CORP,Utilities,Equity,"11,616,162.64",0.08,"11,616,162.64","267,284.00",43.46,United States,NASDAQ,USD,1.00,--
FIS,FIDELITY NATIONAL INFORMATION SERV,Financials,Equity,"11,593,372.96",0.08,"11,593,372.96","144,664.00",80.14,United States,New York Stock Exchange Inc.,USD,1.00,--
CCI,CROWN CASTLE INC,Real Estate,Equity,"11,483,300.84",0.08,"11,483,300.84","114,994.00",99.86,United States,New York Stock Exchange Inc.,USD,1.00,--
MSCI,MSCI INC,Financials,Equity,"11,430,720.21",0.07,"11,430,720.21","20,181.00",566.41,United States,New York Stock Exchange Inc.,USD,1.00,--
IDXX,IDEXX LABORATORIES INC,Health Care,Equity,"11,335,843.14",0.07,"11,335,843.14","21,558.00",525.83,United States,NASDAQ,USD,1.00,--
FERG,FERGUSON ENTERPRISES INC,Industrials,Equity,"11,307,337.28",0.07,"11,307,337.28","53,498.00",211.36,United States,New York Stock Exchange Inc.,USD,1.00,--
KVUE,KENVUE INC,Consumer Staples,Equity,"11,254,850.87",0.07,"11,254,850.87","506,747.00",22.21,United States,New York Stock Exchange Inc.,USD,1.00,--
VEEV,VEEVA SYSTEMS INC CLASS A,Health Care,Equity,"11,199,217.50",0.07,"11,199,217.50","39,330.00",284.75,United States,New York Stock Exchange Inc.,USD,1.00,--
KDP,KEURIG DR PEPPER INC,Consumer Staples,Equity,"11,041,107.48",0.07,"11,041,107.48","336,414.00",32.82,United States,NASDAQ,USD,1.00,--
FICO,FAIR ISAAC CORP,Information Technology,Equity,"10,978,731.20",0.07,"10,978,731.20","6,304.00","1,741.55",United States,New York Stock Exchange Inc.,USD,1.00,--
VLO,VALERO ENERGY CORP,Energy,Equity,"10,971,776.70",0.07,"10,971,776.70","83,786.00",130.95,United States,New York Stock Exchange Inc.,USD,1.00,--
AME,AMETEK INC,Industrials,Equity,"10,923,478.28",0.07,"10,923,478.28","61,468.00",177.71,United States,New York Stock Exchange Inc.,USD,1.00,--
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,Equity,"10,859,075.99",0.07,"10,859,075.99","131,929.00",82.31,United States,New York Stock Exchange Inc.,USD,1.00,--
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Communication,Equity,"10,799,750.55",0.07,"10,799,750.55","47,027.00",229.65,United States,NASDAQ,USD,1.00,--
YUM,YUM BRANDS INC,Consumer Discretionary,Equity,"10,745,344.92",0.07,"10,745,344.92","74,636.00",143.97,United States,New York Stock Exchange Inc.,USD,1.00,--
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,Information Technology,Equity,"10,696,375.04",0.07,"10,696,375.04","133,172.00",80.32,United States,NASDAQ,USD,1.00,--
VRT,VERTIV HOLDINGS CLASS A,Industrials,Equity,"10,642,305.22",0.07,"10,642,305.22","94,733.00",112.34,United States,New York Stock Exchange Inc.,USD,1.00,--
F,FORD MOTOR CO,Consumer Discretionary,Equity,"10,626,427.51",0.07,"10,626,427.51","1,042,829.00",10.19,United States,New York Stock Exchange Inc.,USD,1.00,--
XEL,XCEL ENERGY INC,Utilities,Equity,"10,575,944.85",0.07,"10,575,944.85","152,545.00",69.33,United States,NASDAQ,USD,1.00,--
ALNY,ALNYLAM PHARMACEUTICALS INC,Health Care,Equity,"10,426,297.71",0.07,"10,426,297.71","34,323.00",303.77,United States,NASDAQ,USD,1.00,--
GLW,CORNING INC,Information Technology,Equity,"10,356,784.12",0.07,"10,356,784.12","203,954.00",50.78,United States,New York Stock Exchange Inc.,USD,1.00,--
EA,ELECTRONIC ARTS INC,Communication,Equity,"10,315,038.40",0.07,"10,315,038.40","70,535.00",146.24,United States,NASDAQ,USD,1.00,--
NU,NU HOLDINGS LTD CLASS A,Financials,Equity,"10,306,819.82",0.07,"10,306,819.82","859,618.00",11.99,Brazil,New York Stock Exchange Inc.,USD,1.00,--
LULU,LULULEMON ATHLETICA INC,Consumer Discretionary,Equity,"10,299,152.32",0.07,"10,299,152.32","30,752.00",334.91,United States,NASDAQ,USD,1.00,--
CBRE,CBRE GROUP INC CLASS A,Real Estate,Equity,"10,156,497.54",0.07,"10,156,497.54","81,291.00",124.94,United States,New York Stock Exchange Inc.,USD,1.00,--
CAH,CARDINAL HEALTH INC,Health Care,Equity,"10,132,476.12",0.07,"10,132,476.12","65,169.00",155.48,United States,New York Stock Exchange Inc.,USD,1.00,--
HIG,HARTFORD INSURANCE GROUP INC,Financials,Equity,"10,026,648.66",0.07,"10,026,648.66","77,134.00",129.99,United States,New York Stock Exchange Inc.,USD,1.00,--
HES,HESS CORP,Energy,Equity,"10,023,786.96",0.07,"10,023,786.96","73,726.00",135.96,United States,New York Stock Exchange Inc.,USD,1.00,--
OTIS,OTIS WORLDWIDE CORP,Industrials,Equity,"10,008,238.08",0.07,"10,008,238.08","105,472.00",94.89,United States,New York Stock Exchange Inc.,USD,1.00,--
BKR,BAKER HUGHES CLASS A,Energy,Equity,"9,972,576.08",0.07,"9,972,576.08","265,652.00",37.54,United States,NASDAQ,USD,1.00,--
PRU,PRUDENTIAL FINANCIAL INC,Financials,Equity,"9,930,864.10",0.07,"9,930,864.10","95,105.00",104.42,United States,New York Stock Exchange Inc.,USD,1.00,--
CVNA,CARVANA CLASS A,Consumer Discretionary,Equity,"9,778,109.88",0.06,"9,778,109.88","28,749.00",340.12,United States,New York Stock Exchange Inc.,USD,1.00,--
CHTR,CHARTER COMMUNICATIONS INC CLASS A,Communication,Equity,"9,681,288.40",0.06,"9,681,288.40","24,773.00",390.80,United States,NASDAQ,USD,1.00,--
EBAY,EBAY INC,Consumer Discretionary,Equity,"9,647,700.65",0.06,"9,647,700.65","127,027.00",75.95,United States,NASDAQ,USD,1.00,--
SYY,SYSCO CORP,Consumer Staples,Equity,"9,602,971.86",0.06,"9,602,971.86","130,422.00",73.63,United States,New York Stock Exchange Inc.,USD,1.00,--
RMD,RESMED INC,Health Care,Equity,"9,594,927.90",0.06,"9,594,927.90","38,838.00",247.05,United States,New York Stock Exchange Inc.,USD,1.00,--
PCG,PG&E CORP,Utilities,Equity,"9,567,761.48",0.06,"9,567,761.48","578,462.00",16.54,United States,New York Stock Exchange Inc.,USD,1.00,--
DDOG,DATADOG INC CLASS A,Information Technology,Equity,"9,552,723.30",0.06,"9,552,723.30","80,505.00",118.66,United States,NASDAQ,USD,1.00,--
ED,CONSOLIDATED EDISON INC,Utilities,Equity,"9,547,015.76",0.06,"9,547,015.76","92,474.00",103.24,United States,New York Stock Exchange Inc.,USD,1.00,--
ROK,ROCKWELL AUTOMATION INC,Industrials,Equity,"9,483,085.62",0.06,"9,483,085.62","29,951.00",316.62,United States,New York Stock Exchange Inc.,USD,1.00,--
XYZ,BLOCK INC CLASS A,Financials,Equity,"9,425,963.67",0.06,"9,425,963.67","148,417.00",63.51,United States,New York Stock Exchange Inc.,USD,1.00,--
ETR,ENTERGY CORP,Utilities,Equity,"9,415,374.62",0.06,"9,415,374.62","113,534.00",82.93,United States,New York Stock Exchange Inc.,USD,1.00,--
TRGP,TARGA RESOURCES CORP,Energy,Equity,"9,408,431.85",0.06,"9,408,431.85","57,045.00",164.93,United States,New York Stock Exchange Inc.,USD,1.00,--
VMC,VULCAN MATERIALS,Materials,Equity,"9,283,497.60",0.06,"9,283,497.60","35,040.00",264.94,United States,New York Stock Exchange Inc.,USD,1.00,--
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Industrials,Equity,"9,210,162.78",0.06,"9,210,162.78","45,241.00",203.58,United States,New York Stock Exchange Inc.,USD,1.00,--
ACGL,ARCH CAPITAL GROUP LTD,Financials,Equity,"9,165,662.10",0.06,"9,165,662.10","95,655.00",95.82,United States,NASDAQ,USD,1.00,--
NDAQ,NASDAQ INC,Financials,Equity,"9,133,529.99",0.06,"9,133,529.99","108,979.00",83.81,United States,NASDAQ,USD,1.00,--
WEC,WEC ENERGY GROUP INC,Utilities,Equity,"9,074,375.55",0.06,"9,074,375.55","84,515.00",107.37,United States,New York Stock Exchange Inc.,USD,1.00,--
MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,Equity,"9,021,421.92",0.06,"9,021,421.92","141,313.00",63.84,United States,NASDAQ,USD,1.00,--
DXCM,DEXCOM INC,Health Care,Equity,"8,985,629.07",0.06,"8,985,629.07","103,533.00",86.79,United States,NASDAQ,USD,1.00,--
TEAM,ATLASSIAN CORP CLASS A,Information Technology,Equity,"8,977,798.19",0.06,"8,977,798.19","42,571.00",210.89,United States,NASDAQ,USD,1.00,--
EQT,EQT CORP,Energy,Equity,"8,924,867.60",0.06,"8,924,867.60","157,544.00",56.65,United States,New York Stock Exchange Inc.,USD,1.00,--
DHI,D R HORTON INC,Consumer Discretionary,Equity,"8,897,789.70",0.06,"8,897,789.70","75,182.00",118.35,United States,New York Stock Exchange Inc.,USD,1.00,--
VICI,VICI PPTYS INC,Real Estate,Equity,"8,867,679.90",0.06,"8,867,679.90","279,385.00",31.74,United States,New York Stock Exchange Inc.,USD,1.00,--
IR,INGERSOLL RAND INC,Industrials,Equity,"8,846,584.45",0.06,"8,846,584.45","107,951.00",81.95,United States,New York Stock Exchange Inc.,USD,1.00,--
MLM,MARTIN MARIETTA MATERIALS INC,Materials,Equity,"8,834,474.76",0.06,"8,834,474.76","16,194.00",545.54,United States,New York Stock Exchange Inc.,USD,1.00,--
TTD,TRADE DESK INC CLASS A,Communication,Equity,"8,815,581.60",0.06,"8,815,581.60","118,489.00",74.40,United States,NASDAQ,USD,1.00,--
IT,GARTNER INC,Information Technology,Equity,"8,689,551.92",0.06,"8,689,551.92","20,104.00",432.23,United States,New York Stock Exchange Inc.,USD,1.00,--
CPNG,COUPANG INC CLASS A,Consumer Discretionary,Equity,"8,648,357.64",0.06,"8,648,357.64","306,462.00",28.22,United States,New York Stock Exchange Inc.,USD,1.00,--
NRG,NRG ENERGY INC,Utilities,Equity,"8,605,494.48",0.06,"8,605,494.48","53,437.00",161.04,United States,New York Stock Exchange Inc.,USD,1.00,--
EFX,EQUIFAX INC,Industrials,Equity,"8,590,966.29",0.06,"8,590,966.29","32,607.00",263.47,United States,New York Stock Exchange Inc.,USD,1.00,--
A,AGILENT TECHNOLOGIES INC,Health Care,Equity,"8,591,860.96",0.06,"8,591,860.96","76,196.00",112.76,United States,New York Stock Exchange Inc.,USD,1.00,--
GEHC,GE HEALTHCARE TECHNOLOGIES INC,Health Care,Equity,"8,578,480.32",0.06,"8,578,480.32","120,552.00",71.16,United States,NASDAQ,USD,1.00,--
MPWR,MONOLITHIC POWER SYSTEMS INC,Information Technology,Equity,"8,518,510.72",0.06,"8,518,510.72","12,422.00",685.76,United States,NASDAQ,USD,1.00,--
DAL,DELTA AIR LINES INC,Industrials,Equity,"8,395,048.92",0.06,"8,395,048.92","171,924.00",48.83,United States,New York Stock Exchange Inc.,USD,1.00,--
GRMN,GARMIN LTD,Consumer Discretionary,Equity,"8,388,590.00",0.05,"8,388,590.00","41,020.00",204.50,United States,New York Stock Exchange Inc.,USD,1.00,--
WTW,WILLIS TOWERS WATSON PLC,Financials,Equity,"8,381,691.36",0.05,"8,381,691.36","26,712.00",313.78,United States,NASDAQ,USD,1.00,--
ODFL,OLD DOMINION FREIGHT LINE INC,Industrials,Equity,"8,368,003.84",0.05,"8,368,003.84","51,328.00",163.03,United States,NASDAQ,USD,1.00,--
EXR,EXTRA SPACE STORAGE REIT INC,Real Estate,Equity,"8,357,697.92",0.05,"8,357,697.92","55,744.00",149.93,United States,New York Stock Exchange Inc.,USD,1.00,--
ARES,ARES MANAGEMENT CORP CLASS A,Financials,Equity,"8,336,336.45",0.05,"8,336,336.45","49,465.00",168.53,United States,New York Stock Exchange Inc.,USD,1.00,--
CSGP,COSTAR GROUP INC,Real Estate,Equity,"8,294,185.89",0.05,"8,294,185.89","109,581.00",75.69,United States,NASDAQ,USD,1.00,--
DELL,DELL TECHNOLOGIES INC CLASS C,Information Technology,Equity,"8,233,154.40",0.05,"8,233,154.40","73,576.00",111.90,United States,New York Stock Exchange Inc.,USD,1.00,--
XYL,XYLEM INC,Industrials,Equity,"8,228,385.10",0.05,"8,228,385.10","64,714.00",127.15,United States,New York Stock Exchange Inc.,USD,1.00,--
MTB,M&T BANK CORP,Financials,Equity,"8,105,327.46",0.05,"8,105,327.46","44,386.00",182.61,United States,New York Stock Exchange Inc.,USD,1.00,--
LPLA,LPL FINANCIAL HOLDINGS INC,Financials,Equity,"8,089,997.58",0.05,"8,089,997.58","20,958.00",386.01,United States,NASDAQ,USD,1.00,--
GIS,GENERAL MILLS INC,Consumer Staples,Equity,"7,926,218.64",0.05,"7,926,218.64","145,944.00",54.31,United States,New York Stock Exchange Inc.,USD,1.00,--
HUBS,HUBSPOT INC,Information Technology,Equity,"7,908,849.69",0.05,"7,908,849.69","13,179.00",600.11,United States,New York Stock Exchange Inc.,USD,1.00,--
